,replyContent,score,content,thumbsUpCount
1555,,2,Couldn’t log in using iPad Pro : Kind of inconvenient not able to log in using the apps using iPad Pro. Have to use my iPhone instead.,0
1556,,1,suddenly cannot login : Suddenly got problem logging in even multiple attempts previously were fine. Tried online nothing wrong. So simply just the app 🤨,0
1557,,1,Why make a useful app huge? : Move functionality and information that nobody use to a separate app or web page. I do not understand stupid corporate mentality in make useful app then add bloated useless and dumb features.,0
1558,,1,"Lost Loan Detail : Can’t see the loan detail anymore, can’t see what is the interest charged / amount detected, etc; glitch in the software, released prematurely without testing. Waiting for upgrade to fix the issue.",0
1559,,2,The App often crash : First time using and had to login in numerous times cos the app crashed after 1 to 2 transactions.  Need improvement.,0
1560,,4,"Digibank : Jus a feedback , app can suddenly crashed while using",0
1561,,1,"New update : New update is totally terrible, it keeps lagging and the app crashed when i wanted to make a transfer. Please change it back to the old interface. Thank you",0
1562,,1,"Need to do something about this. : The app keeps telling me digital token failed and I need to reinstall the app every 2-3days. It’s getting really frustrating. Didn’t use to have that issue, what is happening???????",0
1563,,1,updated app keeps crashing : have already updated the app but it still keeps crashing the moment I try to open it,0
1564,,1,"Can't even log in : Could not even access online banking due to ""high traffic"" perpetually. Did not use to have this problem in the past. Fix it please.",0
1565,,1,Just making things more difficult! : App crash! Logging issue! Peek balance issue! Touch id issue! Everything is just bloody issue. Great bank but lousy app. Do something about it!,0
1566,,2,"Apple Watch app not working : All the Apple Watch app tells me when I launch it is Service not available, and it loops the error. Annoying.",0
1567,,1,Transaction History Only 1 Month : Previous app can see transaction history for many months. This app cannot see beyond the existing month! Frustrating.,0
1568,,4,Update required : Please update app to allow for Face ID authentication. The fingerprint ID works well.,0
1569,,2,"Unable to launch the app : Can’t even see the log in screen, the app will auto shut down.",0
1570,,1,"Poor user friendliness : Why are we always forced to update or re-install the app every 2 months? This is extremely disruptive.
This app also frequently crashes.",0
1571,,4,Adding Payee : I can’t add Payee as there isn’t any option for it. I didn’t exceed the payee max limit yet.,0
1572,,1,"Many problems : Kept on crashing when I'm in the mist of transaction as well as I couldn't click on sms for the one time password. Use token and it say invalid, pls fix it, it's getting on my nerves",0
1573,,1,"Login and it hangs there? : Tried logging in twice but just takes forever to load at the screen after keying user ID and password,",0
1574,,3,"What happened? : 1. The app doesn’t allow the profile picture be saved. It prompted cannot save special character. 
2. The app crashed when clicked on the “when” during scheduling future date payment. 

Please fix. 

Thank you.",0
1575,,2,"Not user friendly UI : Previous version is much better, so easy to use, much simpler and user friendly.",0
1576,,1,Crash always : Really fed up with this App. Every day I set peek balance and Faceid login.. Somemore get a message that u authorize this device. But again next day can't see the peek balance and ask for user ID and password.. 😭..,0
1577,,1,"Retrieve & log in issue.. : • I can’t choose the date I wanted to view my E-Statement..
• I still can’t log in using my thumb print..
I’m using iPhone 7 Plus with the latest iOS & also just update the app..",0
1578,,1,"Zero stars : After update and registering for the token to prevent phishing
My account cannot even log in successfully 
Must as well use bank book and paper and eradicate all digital services",0
1579,,1,"Cannot log in after upgrade : POSB, please don't fix what isn't broken. The app was running beautifully until the last upgrade. Now I can't even open it!",0
1580,,1,Annoyed : Asking to update every other month but useless. Now asking me to update but no update app button on AppStore only open app button available. What is going on?,0
1581,,1,Fingerprint scan not working : The Finger print scan which used to be fine suddenly stopped working. Not sure whether its after any recent update.,0
1582,,1,Worst interface : Why changed to something that doesn’t work properly? The old interface serves well and fast.,0
1583,,1,"crashes on launch : ever since I updated it, it crashes on launch. now I can't use it. how am I supposed to pay my bills?
thank you very much. cannot give 0 stars.",0
1584,,1,Can’t open?? : My phone auto-updated the app and the next morning I can’t even open it. I have an urgent transfer and the atm machine is not even close to where I am now.,0
1585,,3,No more Touch ID log in : The lasted version removed touch ID log in. My system is iOS 8 but app requires iOS 9.,0
1586,,1,"The new is worse than the old : Before you start shifting people to your new app, make sure it works first. Don't just force it down on us, just like our government.",0
1587,,2,"Biometric issue : What is the use of new version when it’s like an old version?
Where is the biometric???
It’s getting backwards....",0
1588,,1,"Transactions missing! : After the implementation of the new interface , I have not been able to see my transactions. Please fix it!!",0
1589,,1,"Broke my digital token after update : The redesign is cleaner, but it broke my digital token binding between my internet banking and my mobile app. Did the project/product managers think through this rollout properly?",0
1590,,1,App is buggy : App freezes when I try to select a payee for transfer to other bank accounts yesterday and today,0
1591,,3,App Crashed : App crashed occasionally after logged in.,0
1592,,2,Apps logo turns blank : After the updated the latest version the apps Logo on my I pad become white colour it like blank ..,0
1593,,1,Error. : There seem to be an alert which logs me out of my account everytime I try to transfer money or any other mode in the app for the current version.,0
1594,,1,Completely unusable : Crashes on load since the update. Reinstalled but still broken.,0
1595,,1,Crashes often. Not able to login. : Get your act together POSB! The app crashes often and I'm not able to access my account even with manual login.,0
1596,,2,Apple watch preview balance : I cant even see my balance on the watch! Theres no settings to sync it with the watch!,0
1597,,2,"Peek balance : Peek balance does not refresh automatically, I have to close the background app and reopen to refresh",0
1598,,1,Update again and fail to login : The bug is worst... login and can’t active the etoken... call and ask me re-install the app. And after reinstall problem no solve,0
1599,,1,"Digital token : There is no prompting to register of the digital prompting. Called DBS, staff told me if still cannot, they will send me a physical token. Then what’s the point the bank launch to this digital token when their app got problem? Stupid app!",0
1600,,1,"Apple Watch : Hi, please fix the Apple Watch app is not working at all. Ocbc bank works better than your app. Please improve on the watch if is not working then just take the app away is pointless..",0
1601,,1,"Can log in but can't load : After keying in user id and password, the loading screen keeps loading.

Bring back the old app!",0
1602,,1,"Keeps auto logging me out : How to pay bills like that? Then when call in to get waiver for late fee, they say sorry please pay on time... so much for being neighbours first... pffft",0
1603,,1,Need the face id & peek balance back! : Now the log in process is so troublesome and takes quite a bit of time. Please quickly update to re-add these features please.,0
1604,,3,"Dissapoint in new update : Please bring back the slide and peek, of account' function, and bring back the fingerprint ID",0
1605,,1,"Forget this app. Go for your desktop!!😡👎 : Lousy UI and fonts layout is appalling. After first few minutes i uninstalled this app from phone. How this app gets released baffles me. Well done POSB, your app team is so good 👏👎",0
1606,,1,not stable and constant UI changes and digital token disaster : plz launch beta app n do ur testing there! why make our life tougher with an unstable main app and give us an option to opt out of digital token mess,0
1607,,1,Not working on iPad but appear under iPad filter for app : Please catch up your app with iOS update. Now I only get a login page which hangs there after logging in.,0
1608,,1,Cannot choose the transaction for PPP : You will not be able to apply the My preferred payment plan on this apl. It will noy allow you to choose your transaction. Please fix this.,0
1609,,1,"The app doesn't do what it says to do : There is no peek balance, finger print login for iPhone X which is terribly annoying as I use these features quite often",0
1610,,1,Can't log in at all : WHY WHY WHY can't you just let me log in without me having to update the freakin app?? I have literally 0 bytes and you are forcing me to update? Ridiculous.,0
1611,,3,Face ID : this needs to have face ID. Now it’s too inconvenient to login. Peek balance also missing.,0
1612,,1,Bad Update : All my accounts are collapsed into one. I have to click on it to see it. And the Digital Token button doesn’t work. It redirects you to the homepage. Very poorly done.,0
1613,,2,"Unable to open after updating on 29 April 2018. : Unable to open app after updating on 29 April 2018
Cannot open. Crash. Help fix now. Thanks.",0
1614,,3,Digital token : Does your update include the digital token function? I couldn’t manual authenticate my digital token using this app,0
1615,,1,"No SMS OTP? Must have token with me ALL the time??? : Is there no way to opt for SMS OTP to pay my bills? Sometimes I did not bring my token and I simply can't do anything! This is ridiculous, right? Please give me back this function.",0
1616,,1,Cannot login : Extremely poor app. Haven't fixed the login problem for a few months now. Can't believe this is one of the leading banks in Singapore,0
1617,,1,Bad update : Was working until I went to update. Now crash the moment I open. What's wrong? Isn't update suppose to better not worse,0
1618,,2,"Touch ID : Since the last update, the Touch ID did not appear on the screen.  Please look into it. Thank you",0
1619,,1,Old app is Better : I tried to register new payee but it’s been prompting for multiple times that I’m entering an invalid pin number. The old application is more user friendly.,0
1620,,1,Can’t access the app : I can’t access the app suddenly it keeps on prompting connectivity error either keeps in 4G or wifi,0
1621,,3,Application : I always delete the app then install. What is happening with this app?,0
1622,,1,I can't open the apps. : It crashes. Used to be working fine. I tried to uninstall and re-install again. Still crash!!!,0
1623,,1,Sometimes old is better : Preferred the interface before the updated,0
1624,,2,"App crash : After i updated, i was not able to open the app",0
1625,,1,Stupid app! Keep crashing after update! : Hello! Please check before you release the update to the public! App keep crashing after launching it. Stupid update!,0
1626,,1,"Update the App every day??? : Why do you keep releasing updates every day. Especially with the same description? If you update, indicate what you update.",0
1627,,1,Peek and Face ID don’t work : Have been trying to launch the peek balance and Face ID thing but it always says the service is not available now..,0
1628,,1,"Useless : Update to latest version this morning.
App totally can’t be use. Shows internet connection error",0
1629,,1,"Unable to open app : Can't open app in this version. 

Crashes instantly. I don't see how forcing people to go safari to login ibanking is any more secure.",0
1630,,1,Best features gone : No more touch ID and no Face ID and no more slide and hold to peek function! A hassle to keep logging in manually. It is like going backwards in technology. Please bring it back.,0
1631,,3,Digital token : Problem while tapping the digital token... can’t able to enable.,0
1632,,1,Redundant app : The app always crashes after it starts. 100% unusable and still it is not fixed for months.,0
1633,,1,Working fine until the update! : Couldn't log in after updating,0
1634,,2,Touch id issue : What's the point of saving my touch ID when i can't even use it to log in?,0
1635,,1,So much for updated interface : Your digital token never works. None of the other banks have this issue.,0
1636,,2,Digital token is disconnected after update to IOS 13 : Just did an update to IOS13 and digital token is not workable. Can’t log in to account now :(,0
1637,,1,Screen Optimisation : The app is not screen optimized yet for bigger phone. The features of the app isn’t that better for the old one. 👎🏼,0
1638,,3,Face recognition : Hi when is the face recognition feature coming up???,0
1639,,1,"Cannot login from ipad : Since the recent few updates, cannot login from ipad anymore",0
1640,,2,"FaceID does not work : Ever since the iPhone X came out, the Touch ID/ Face ID instant login does not work. I can no longer sneak a peak at my account balance.",0
1641,,1,App not working : App does not work on the latest update. Does not even allow user to login upon button clicked.,0
1642,,1,"Crash : after the last update the app keep crashing, can’t log in, please fix it asap",0
1643,,2,"Bug : Latest version updated, manage digital token doesnt work.",0
1644,,1,Cant log in : Am using face id to log in but am constantly told there is a problem. I cant use my pin either,0
1645,,1,"Digital Token Not Working : After the latest update, digital token not working. Unable to log in to online banking because of that. 

Please fix it.",0
1646,,1,Digital Token does not work! : I’ve been trying to log in to my ibanking on my laptop for the past 30 mins but I can’t cos I cannot generate the digital token on my app. Fail......,0
1647,,3,"Need improvements : 1. Design is ok, but looks plain
2. TouchID isn't working it stated to contact administration",0
1648,,1,Can't support Apple Watch : When use Apple Watch check balance always show service not available,0
1649,,1,"Sign in problem : Screw up log in since the last.. update. 
Having difficulties log in, token etc etc.",0
1650,,1,"Poor update : Digital token is disabled again. After every update, have to rekey in ID and password to set up the account, irritating",0
1651,,2,"App Stalled : Hi there, the app stalled pretty often recently. And it is becoming very frustrating when needing to do some banking on the go.",0
1652,,1,Terrible UI after update. : Unable to perform digital token authentication for other device. After login it simply crash.,0
1653,,1,"OTP function is annoying. : Change the 6 digit OTP text to be at the top please like UOB or OCBC. Having to click on the SMS to see the OTP, remembering it and coming back to your APP is just not smooth.",0
1654,,1,Iphone X not supported for faceID and quick view balance : Iphone X not supported for faceID and quick view balance. Now need to always key in login n password. Please rectify asap.,0
1655,,1,When are you fixing the crash? : Because it's highly inconvenient that the app is unusable.,0
1656,,1,"Can't be used : After log in, have to re-log in again, but still can't be used",0
1657,,1,"Cannot use : After loading, the icon can not even function. Now l cannot remove it, cannot access it, what should l do?",0
1658,,1,Prefer the old version : This app looks boring to me unlike the old version. And this app is unfriendly too. I hope they fixs the bugs soon.. Not helping...,0
1659,,1,FaceID and SMS/token : Previously we just need FaceID to view our balances and to execute our transactions. Now we need another step (SMS or token) to do so. It's not productive. Pls use only FaceID and FingerprintID without the need for SMS or token.,0
1660,,1,"Digital token????? : Where to activate the digital token?????
The previous version is easy to find. This new version won’t allow me to authenticate transaction with the digital token!!",0
1661,,1,Updated apps : Just updated the apps then now too slow to open and have error.,0
1662,,2,Crash on start : Crash on start on latest version on iOS 9,0
1663,,2,Touch ID and Peek Balance : Unable to use Touch ID and Peek Balance in my Iphone 7 Plus.  Please look into the matter. Thank you.,0
1664,,1,"Error on the app : There's an error on the app, I can't seems to view or transfer. It keep asking me to re login but still can't.",0
1665,,1,Constant crashes : Keep crashing when the app is loading. Please fix it.,0
1666,,1,Can’t log in for 2 days : Keep showing unable to verify connection,0
1667,,1,Low Quality Service : Update always so many issues. Now cannot use digital token and sms token. All failed.,0
1668,,1,Can not log in : My iPhone6 completely can not log in the application after update. I don't know what happened.,0
1669,,1,"Digital token : This is the worst update ever, now the digital token is not working and my physical token is deactivated. Wake up and test properly before u launch a new update!!!",0
1670,,1,Unable to provide OTP : I try using the app for the OTP. It didn’t worked. Just direct me back to log in page. Please fix the error.,0
1671,,5,Send money : Pls add Sri Lanka banks also for remittance services,0
1672,,2,Incorrect theme : Theme on phone persistently defaulted to DBS even if POSB is selected on the web page. Digital token not working when using IPAD. Please fix.,0
1673,,1,Apps crashing : It was okay at first but the apps kept crashing for the past few days,0
1674,,1,"Cannot launch the app : After updated, I cannot open the app anymore, my iOS version is iOS 9.0. Why so lousy?",0
1675,,1,"Hang : I’ve updated this app and after that, always hang!! Very irritating! Wasn’t like that before. Please help look into it.",0
1676,,1,Old version better : Please bring back the slide and finger print feature,0
1677,,2,Face ID Login : What’s the point of having the convenience of Face ID login if it resets after every app update?,0
1678,,1,"Digital token not working after the recent update : Not able to authenticate using digital token.
It changes from best app to worst.",0
1679,,1,Cannot use Digital Token on Ver 2.3 : Why rollout a new version when the basic functions are not working properly?,0
1680,,1,Why it refused me from doing banking! : It direct me to iwealth but I only want do do my banking - payment of bill and there is no such option.,0
1681,,2,Latest update failed : Hi latest app update doesn’t enable users to login. Pls check,0
1682,,1,"Unable to open the app : After the recent update, I am unable to open the app. Kindly look into it.",0
1683,,1,Bug : Version 1.0.7 keep on accessing my location even when I am not using the app.,0
1684,,1,Very irritating : Why does not the system allow us to receive SMS Pin and kept asking me to use the token one?????,0
1685,,1,PayNow has Gone from the latest update?? : Did you remove the PayNow function? Where to locate it??,0
1686,,4,Posb Digibank : this app is great and simple. would prefer old posb app icon.,0
1687,,1,Touch ID and Face ID : Both not working after the update. Please bring both back again,0
1688,,1,"Posb : I can't get into login page, it keeps sending me to update my app even it is on latest software...",0
1689,,1,Not user friendly at all : This new POSB app is so hot user friendly! Still prefers the old format! Seems not stable too. Very disappointed.,0
1690,,1,Prefer the previous version : The new version is not user friendly.,0
1691,,5,"Amazing app! : 1. Slide to peek
2. Fingerprint login 
Enough said.",0
1692,,1,Painful to use after update : Simply frustrating to try to get authenticated,0
1693,,1,"App update wipes out digital token registration : NO app update should require customers to DELETE and RE-install app, then to RE-register with previously rendered obsolete PHYSICAL token in order for app and DIGITAL token to work.",0
1694,,1,Horrible quality : Digital token went back to not working. Realy frustrating,0
1695,,2,"horrible update : i found the app really easy to use until the recent update. eversince the update, i couldn’t make any transactions at all because they wouldn’t let me log in to my digibank. so frustrated.",0
1696,,1,Digital Alert : I can’t even login to my account. The alert message keeps popping up.,0
1697,,1,Unable to login after update : Made the app update and now unable to login,0
1698,,1,Not working. : App is broken after the latest update.,0
1699,,1,"After update : Unable to use it on my iphone , can't open the apps at all .",0
1700,,1,Privacy issue : Why do you need to know my location even I am not using this app?,0
1701,,1,"Not able to log in : App was ok until the update. I cant even log in now, such a hassle.",0
1702,,2,What happened to Touch ID/Face ID support? : Where did the Touch ID/Face ID support go to? I can’t find it in the latest app.,0
1703,,1,Keeps crashing or does not load : What is happening?,0
1704,,1,Lousy update : After the lousy update. Everything gone haywire. Can’t even authenticate now,0
1705,,1,Waste time : The old one os better. This update app is bloody slow. Pointless. Always exited. Now is my 6th time! Frustrating!! Wake up!,0
1706,,1,Broken after update : The apps format is totally broken with iPhone X after update.,0
1707,,1,"Cannot paynow : After updates, paynow no longer appear there.. please fixed!",0
1708,,1,Can only rate more than 4 stars on the app lol : Forces me to use physical token before proceeding. Can't even use the app without it. Better use ocbc,0
1709,,1,Why can’t log in : What’s wrong with this app ? Even can’t log in without any proper advance notice. Pls fix it asap.,0
1710,,1,TouchID is gone : Latest version the touchID access is no longer available.,0
1711,,5,Remitguru : Send money easily! Good app!,0
1712,,2,Cant find the touch ID : I have download the app but there isn't any Touch ID available......,0
1713,,1,Face ID and Pin : iphone Face ID not working for a long time! App already updated many time. Pin need a few time to login!,0
1714,,3,Apple Watch support : The app for the Apple Watch is very unstable and buggy.,0
1715,,1,"Still no FaceID login : It is the only banking app which is not allowed for FACE ID login and every time we have to key in Userid and Password. Pls go to learn from other bank.( eg. Ocbc, UOB)",0
1716,,1,new version not compatible with iphone X : the app version is the old version pls fix it asap,0
1717,,5,Awesome! : App is crisp and very easy to use ..,0
1718,,5,Face ID : What happened to the Face ID on the app?,0
1719,,3,Apple Watch’s POSB app always not working : Apple Watch’s POSB app always not working ...please fix it!!!,0
1720,,5,👍🏻👍🏻👍🏻 : More easy to use,0
1721,,1,Touch ID : Said to turn on Touch ID at the 'personalisation change' but i didnt see any button to turn on.,0
1722,,1,"Issue with the app : There is a issue with the app, as it kept prompting me that I am not connected and my transaction cannot proceed.",0
1723,,1,Digital token : After the update wanna use Axs app to do some payment request for digital token but is not working pls look into it,0
1724,,1,"Lag : App isn’t functioning well. It’s very slow, or doesn’t even work at all.",0
1725,,1,Peek a balance and Touch ID : Both not available after the update. What happen?  I am using iPhone 7plus,0
1726,,2,Update : I thought we're getting an app update ?,0
1727,,1,Slow : The new update of the app is not getting any better. It’s getting buggier and slower.,0
1728,,1,Can’t log in : What’s worse? I can’t even log in. It says “service not available”,0
1729,,1,App crashes : This update crashes upon opening. Can't do  anything.,0
1730,,1,"Won't open : It's just there ""waiting"" it won't open or delete...weird",0
1731,,3,No Face ID log in : It’s getting troublesome for iPhone X user,0
1732,,1,Crash at iOS 13 : Updated 24 September 2019. Can’t open at all. Just crashes at splash screen. Great.,0
1733,,1,"Why isn’t Face ID working : Singtel and
Other apps work with Face ID last time I sign in using my finger print how about Face ID for iPhone X",0
1734,,1,App was fine. : Can't load app after latest update. App is crashing. Please fix.,0
1735,,2,Slide and Peek does not work with iPhone X : Tried re-installing thrice but the Slide and Peek function still does not work on iPhone X. Pls advise. Tks!,0
1736,,1,"Face ID keep disappearing : The Face ID keeps disappearing even after countless time of configuring, getting from bad to worst. Horrible!",0
1737,,1,Can’t set up digital token : Ask to set up digital token but can’t find where to set up,0
1738,,1,"Doesnt wrk on ipad after upgrade : Cant even login to my bank account, touch id doesnt work.

Totally crap.",0
1739,,1,Touch ID login : What happen to touch Id? That was the easiest & fast way to access. Pls bring it back!,0
1740,,1,Crash : Force closes everytime I try to open,0
1741,,1,"Totally Rubbish!! : Unable to authenticate. Keep on refreshing, installing and uninstalling. Old version better.",0
1742,,1,Can’t do PayNow transfer : Can’t do PayNow transfer. The “next” button disappears once I enter the phone number.,0
1743,,1,Not good : The old i-banking app was so much more user friendly. Now that they got rid of the old app.... Don't like it ☹️,0
1744,,1,"Removal of touch ID : Why remove the ability to log
in via touch ID on IOS 8? 

Pls bring it back.",0
1745,,1,"Error : It’s not working at all 😡
It had cause lots of inconveniences ever since the upgrade",0
1746,,1,Digital token doesn't work : Online banking operations are no longer feasible. The app update cripples and diables its functionality.,0
1747,,1,App has suddenly stopped working. : Can't use it anymore. What's going on?,0
1748,,1,Forced to download : Lousy app and forced me to download where i do not even need extra functions...,0
1749,,1,No more Touch ID and slide function : Why the sudden removal of the functions which is so convenient??!!!,0
1750,,1,Anything wrong with dbs and posb app : I keep get log out from both app. Anything wrong with the app?,0
1751,,3,Face ID : When can we have Face ID on this apps ?,0
1752,,1,"X User friendly : No FingerPrint login option found
No Sneak Preview Balance registration to be found.",0
1753,,1,"Always flash out : Cannot use it, it always flash out!",0
1754,,1,Log in : Prefer to log in without typing the user name or Touch ID?,0
1755,,1,Problematic app : Peek balance and Fingerprint login features disappeared after I updated the app. Please fix this!!,0
1756,,1,Crashing : Keep crashing,0
1757,,2,App Crashing : App Crashed on selecting home menu,0
1758,,1,App issue : Why keep asking me to delete and reinstall the app? Get the issue resolve!,0
1759,,3,Face ID : Please have a face ID feature.,0
1760,,1,"Can’t make Paynow corporate : Despite Paynow corporate having rolled out, the app still insists that UEN numbers are not valid input. Please update your app.",0
1761,,1,"Pointless updates : If it works, why fix it? Nonfunctioning app.",0
1762,,1,Can’t Launch After Updates : As above subject. Please fix it urgently.,0
1763,,1,Can’t register : Keyed in all necessary details but still can’t register.,0
1764,,1,The app always auto-closed : Fix this please.,0
1765,,1,Bad : Not very user friendly compared to old app,0
1766,,1,Connectivity issue : Connectivity issue is killing the app. Pls fix it,0
1767,,1,App unable to open : The app doesn't open,0
1768,,1,Disappointment : Getting from bad to worst,0
1769,,1,Didn't receive sms : Didn't receive sms for the secure pin,0
1770,,1,Not working : I can't even open the app now,0
1771,,3,Rchh : Pls bring back slight and peek function.,0
1772,,1,not convenient : y cannot like ocbc one. just use the fingerprint to view the balance and latest transation detail...... most of time i login internet banking is just to check the detail,0
1773,,1,Paynow : I cannot make a paynow transfer now. Why and where can i do that now?????,0
1774,,3,peek balance is missing : where is it,0
1775,,1,Display resolution not matching iPhone X : Cannot display app in full screen.,0
1776,,1,"V2.0 keep crashing w iOS : V2.0 keep crashing w iOS

App turn red now. How do I change back to POSB blue!!!!",0
1777,,3,Torch ID : How come there is no more TorchID function?,0
1778,,2,Face ID doesn’t work : Face ID doesn’t work,0
1779,,1,Crash and force close all the time : Yup..as the title says..Ever since new update.,0
1780,,1,face id not working : any idea why face id isn’t working? i already have it activated but the notice shows me that the service is not available,0
1781,,1,Digital token not working : Digital token not working after the update.,0
1782,,1,Peek Balance is gone for iPhone X : Peek Balance is gone for iPhone X. This only happens for iPhone X and not other iPhones,0
1783,,1,"Privacy issue : Anybody who have access to unlock your phone can view the A/c balance easily.

Please improve by letting us login first before we could slide and peek.

Thanks.

IOS 9.3",0
1784,,1,Digital token no longer works! : This is crap,0
1785,,1,What's happening?! : I really don't like this update.,0
1786,,1,Slide to peak gone? : The slide to peak balance feature is missing. Pls fix it. Using ios10,0
1787,,1,No digital token after update : Digital token not working,0
1788,,1,Latest Update Crashes : The latest of both POSB & DBS app crash on iOS 10.3.3,0
1789,,1,It works 1 in 5 times... : Annoying to do digital banking with POSB.,0
1790,,1,"sms problem : every time i uses the sms button to verify my payee, i receive no sms at all. it is very annoying. please fix that",0
1791,,5,Awesome App!! : Clean and nice design.,0
1792,,1,"Biometric and digital token authentication failing : Unable to authenticate the token on internet banking to perform transactions. 

Post update authentication failure.",0
1793,,1,Unsuccessful : Keeps crashing. Digital token set up unsuccessful. Lousy,0
1794,,1,"App Crashed : Latest update, app crashed.",0
1795,,1,No longer good : The peek view is now gone and login is so complex,0
1796,,2,no otp feature : the no otp feature used to work for me before and now it doesnt.,0
1797,,1,"Can't Open : I can't open the app, please help me",0
1798,,5,Nice app : Nice and efficient!!,0
1799,,1,Touch ID : Any issues why Touch ID is gone?,0
1800,,1,missing features : where did peak preview and finger id go? force me to update then remove all these features zz,0
1801,,1,Transfer money : Why POSB cannot transfer money to Maybank?,0
1802,,2,Digital Token : Unable to activate digital token. Pls fix it.,0
1803,,1,Face ID or Peek Balance : Unable to select Face ID or peek balance on my iPhone XR. Please get it fix.,0
1804,,1,face id fails most of the time : face id fails most of the time . i didn’t have this issue with other apps,0
1805,,1,No Touch ID function... : Enough said,0
1806,,1,Not compatible with iOS 9 : Above,0
1807,,1,Why need to face id twice?! : Why need to face id twice?!,0
1808,,1,Bug : Bad bug at the start.,0
1809,,2,Face ID : Why the new featured of face ID not included in the sysytem ?,0
1810,,1,"app doesn't work : app keeps crashing and doesn't open, pls fix it. ty",0
1811,,5,Good : Good app,0
1812,,1,"Face ID lose : Face ID lose, hope Face ID come back.",0
1813,,1,Login with Face ID : Would be good to have it. Citibank n UOB already got it,0
1814,,1,cannot open app : i cannot open after 18 april2018...why?,0
1815,,3,Facial recognition : Facial recognition will be good.,0
1816,,3,Touch id is gone : BRING BACK THE TOUCH ID,0
1817,,1,"Crap update : If you implement a NEW SYSTEM, make sure it WORKS BEFORE PUSHING OUT!",0
1818,,1,stupid app : Such a dumb useless app by a Singapore bank. Boo,0
1819,,1,"Lousy app : Lousy app, digital token not working, rubbish app!!!",0
1820,,1,Maximum attempted? : What nonsense is this? I tried almost Everyday still says maximum attempted... POSB AND DBS PLS DO SOMETHING ABT THIS ISSUE!!!!,0
1821,,1,Face ID : When is it applying?,0
1822,,1,Paynow : The PayNow is not working eventho I have registered.,0
1823,,1,Add Face ID : kindly add face id feature for this app,0
1824,,1,Useless app : Lousy,0
1825,,1,ip7+ : peek balance & touch id where they go?,0
1826,,1,Whats wrong with your app??? : I HAVE BEEN USING OTHER MOBILE BANKING APPS WHICH HAS NO ISSUES INFACT WAY BETTER OPTIONS THEN YOURS AND YOUR APP KEEPS HANGING AND LOGGED OUT PASSWORD INCORRECT SERIOUSLY!!!! IS THE TEAM SERIOUSLY DOING THEIR JOB?,0
1827,,1,Face ID login pls : Face ID login pls,0
1828,,1,No Face ID support for iPhone X / XR/ XS : pls,0
1829,,1,FIX THIS!! : FREEZE FREEZE FREEZE,0
1830,,1,dissappointing : bodoh,0
1831,,5,Good : 好用 又方便多了……,0
1832,,1,BAD CONDITION : FIX BUG 🐜 A.S.A.P,0
1833,,1,CRASH! : 9.3.3,0
1834,,2,Posb : No paynow? Nani??????,0
1835,,1,PEEK IS GONEEE : Peek is goneee,0
1836,,5,Good : I give 5 stars,0
1837,,1,不能換語文 : 沒有華文,0
1838,,1,Don’t hv Tamil apps & user frd LU : Upgrade POSB spent some money upgrading,0
1839,,4,மிகவும் சிறப்பாக உள்ளது : சிறப்பு,0
1840,,5,谢谢 : 有中文版本就好了,0
1841,,1,UPI India : Unable to type upi id,0
1842,,5,"Fund transfer : Fast, efficient, safe 👌",0
1843,,5,Convenient : Convenient application,0
1844,,5,好 : 操作界面简单实用,0
1845,,5,Excellent &  Effective : Fast & Effective 👍🏻👍🏻👍🏻,0
1846,,5,AAAAA : OOOOO,0
1847,,3,怎么改中文界面呢？ : 怎么改中文界面呢？,0
1848,,3,"QR code paynow Digital token SET UP : The app keep prompting me to set up digital token for PAYNOW & Local transfers. Which is already done. I was in the midst of queuing up and paying, and this has caused serious delay and frustration",0
1849,,1,"Was transferring money to son’s account : POSB called and said will only check my birth date & month
And postal code

Later she wanted to know my son’s bank details 

I got upset as this is additional info from what she confirmed earlier what she will get from me

I thot it was settled and later I receive message that transaction rejected

So high-handed service!",0
1850,,1,Damn buggy transaction keep on delaying and error nobody tested the product before update? : Damn buggy transaction keep on delaying and error nobody tested the product before update? How can a banking app be so buggy when it is all monetary involved?,0
1851,,5,When will the app support QR pay in Malaysia? : When are we finally able to use duitnow qr code for payment?,0
1852,,2,No jailbreak detection : Please learn from OCBC on this feature please.,0
1853,,3,Add Chinese : Chinese would be better.,0
1854,,3,"Error: Service not available popping multiple times : Avid user of the app however prompt message of “Service not available” appearing frequently recently upon logging in.

Happens when I’m logging in during non-maintenance hours - able to successfully log in after multiple tries of refreshing and closing app.

Not sure if everybody is facing the same issue, but appreciate if app developer could look into it as it could affect efficiency of QR code payments and Paynow transfers.",0
1855,,5,"App always shown, couldnt transfer or paynow, hence it always happened to me where I paid double. : App always shown,

Often times the apps is slow  also when I wanted to login and do payment and then it shows couldnt transfer or paynow, 

Hence it always happened to me where I paid double afterwards. I came to realised in the sms and also the sms notification Didnt pop out! Wtf POSB!",0
1856,,3,"Digi bank posb : Please enlighten me on the login highlight (transaction declined) what is the impact right now Apr 20 2023 at 9 am. Is account activated 
Thank you",0
1857,,5,"Bug. : Unable to scan and pay qr by photo library. When selecting the qr code, nothing happens.",0
