score,content,date,score_sentiment
1,这个app也太差了吧 : 这几个月我都打不开app，根本没办法处理应用！,2021-02-19 15:57:42,-1
2,PayNow issue : The latest update prevents user from keying in the full mobile number for PayNow as the country code takes up a few of the limited spaces for the phone number. Can this be rectified please?!,2020-12-28 03:37:30,-1
1,login 登录 : very slow login from NOV and DEC，2020，从 2020年11月，和12月，很慢登录进去。,2020-12-26 05:14:55,-1
1,posb : 可以下载可是开不了,2020-12-24 20:59:46,-1
1,The new app update is hopeless. : The new update is damn slow and very inconvenient as the app always hangs and cannot finish the transaction. It’s been like this for a month and no fix has been made. Been thinking to switch bank if this issue is not fix. Thank you.,2020-12-11 17:40:45,-1
5,Verification code ? : Went I Transfer money  the system shown me  because I login with biometric need to login in verification code ! But I did not have this code  I call up DBS to ask to resolve the problem the operator ask me to reinstall the app  I had reinstalled more than 3 times problem still can’t resolve.,2020-11-30 01:44:26,1
1,Can’t open : Recently can’t use this app.cze can’t open,2020-12-09 14:07:45,-1
2,App load very slow : Its keep load damn slow  cant even open the app on my phone and other phone can but only my phone problem. Maybe can fix it? Thanks,2020-12-06 04:09:02,-1
5,Amount Auto Adjust : I am about to pay ny other credit card but as I entered the amount 349.47 it auto adjust to 349.46 (one cent less). Another instance I select to pay Outstanding Balance and it adjusts again giving a remaining outstanding balance of one cent that prompted me to make additional payment. After updating the App it works alright now.,2019-11-13 16:11:27,1
1,Unable to do paynow with area code : POSB paynow transfer is having a bug. Users that have saved phone number with the area code in front are unable to click and do transfer! Please rectify immediately!,2020-11-26 06:08:26,-1
3,Cannot use Touch ID : Before & after update on 23/9/2020 also cannot use touch id. Becoming unfriendly app.,2020-09-23 08:25:24,-1
1,Buggy app : How about fixing the damn app instead of pushing more and more features that are next to useless? DBS/POSB has been doing iBanking for so long and this is the kind of app users get?,2020-09-09 13:44:06,-1
1,Notification Spam : Notifications must be turn on for crucial banking services.However that doesn’t mean we consent to advertisements.,2020-08-11 12:22:57,-1
1,Request for code : Request for code should be automatically appeared for selection like other bank.. even if some app does.. it will appeared in this format “ xfk-685787”. Once selected prompted with error due to xfk- infront.. end up is still manual key in.. kind of dumb.. some brainless dbs developers who developed this during credit card transactions if i can recall..,2020-07-20 06:13:01,-1
2,Wtf ads in the app? : Don’t update this app to the latest version unless you want ads popping up in every step you use it. Seriously...,2020-06-01 01:59:09,-1
4,Login issues ( can’t added new receipt ) : Hi why now so many problem?? When I login I must need changed my new password and also said must update digital token but after I trying to get code and sending to my mailing address but why must need 3 till 5 days working only for getting the code ?? What happened now to POSB digibank?? It’s my first time I can’t added the new receiptnot easily as before,2020-05-17 03:34:03,1
2,After update app still hangs : Super buggy app. Keeps hanging on loading pages can’t even log in to access my account and I end up having to do transactions on a computer. Defeats the purpose of having a mobile app in the first place. Please fix all the bugs clearly there are still lots in this app. Hangs after keying in pin hangs after keying in 6 digit code to view history or paynow.,2020-05-15 23:25:00,-1
1,Cannot log in to digibank : I tried so many times to log in but received service is not available right now.So when is the service be available?,2020-02-14 00:13:09,-1
1,Horrible app : App crash all the damn time for such a reputable bank in Singapore something ought to be done about it,2019-12-03 08:35:50,-1
5,சிறந்த செயலி : அழகிய வடிவுடைய செயலி. பயனர்களுக்கு ஏற்ற அனைத்து வங்கி வசதிகளும் கொண்ட செயலி. மகிழ்ச்சி.,2019-09-13 00:02:03,1
5,要求 : 更新漢語 能嗎,2019-08-17 09:34:54,1
5,S7343425d : 12345678,2016-05-05 18:20:06,1
5,Personalised Setting Gone ! : All my Login Setting such as Touch ID / Face ID Setup / Quick Peek Balance / Apple Watch balance is gone after a while after logging out from the POSB Digibank App and everytime when i take a glance on my Apple Watch it states “login and enable Apple Watch feature on digibank app to start syncing”  when i have already done so multiple times.This is ridiculous and please make sure that all bugs as above are fixed first before releasing it to the public!!!,2019-10-16 08:10:30,1
2,No security code autofill : Please respect iOS’s security code autofill for the number keypad in the PIN input screen. Other banking apps adopt this and it makes login easier.,2019-10-21 02:56:03,-1
2,Could not find tool box : The tool box of the app is impossible to find.i tried to search online and the services this provides but still could not find it as I could not find it I could not change it to another language.This causes a inconvenience to me and I believe many people will be to so please place the tools box at a more visible and easier to find place and due to not being able change the language people who do not understand and  might make a mistake causing them to lose a money in the process and if it is not usable right now please do let people know that it does not exist and put it in in the future.,2019-10-12 04:27:37,-1
5,Unable to open since 26july2017 0900hrs : A pop up keeps coming to update. But there is no update available .,2017-07-26 02:40:38,1
1,App does not save your settings : Spent time to setup Touch ID fingerprint login digital token and profile photo.A few days when I try to login again I gotta do so using the username ID password and 2FA again.All settings I had setup were all gone. No Touch ID no digital token my profile photo is gone. Why?App used to work fine. If your new version doesnt support some settings please do not allow users to think they are usable in the first place.,2019-09-05 03:40:09,-1
1,Log in problem : It’s getting bad to worse.Never tell me the amount left after cashing in game.Also I cannot log in for the past 4 days already,2019-08-01 00:29:38,-1
1,OTP not working : Wanted to retrieve my username Keyed in all my details but the OTP does not work,2019-07-27 18:07:02,-1
4,email verification : everytime i wanted to add a new payee  it keeps asking me for 6pin code in my email that they going to send me but i ended up nt recieving any emails although its the correct email .,2019-06-01 22:43:16,1
1,Belongs in the dark ages : This app is certainly a rara avis; it’s one of the last few remaining bank apps where you have to actually key in your username and PIN the primitive way. Every other bank has Face and/or Touch ID but no not POSB! How very retro. ‘Smart Nation’ indeed. Keep up the good work POSB you really are uniquely Singapore!,2019-05-29 04:41:04,-1
1,Latest Version 2.1.115 has a bug! : Tried to log in but got a digibank alert saying cannot verify my internet connection! Had no problems with previous versions! What’s happening?!!😣,2019-02-28 03:56:35,-1
1,Laggy cannot even type my credentials : So laggy that I haven’t finished my username the app crashes...,2019-02-20 06:50:31,-1
1,Where is my 6 digit code : The new log in method never works. After pressing white key on IB token never received any 6 digit code on my phone. Can’t even change address. Worst experience.,2019-01-21 07:57:58,-1
1,Unable to get authenticated : Launched app after logging in to website portal. No sign of any authentication code. Hence not able to get authenticated to access my account via website portal. No way to get authenticated with my physical token when this digi option failed. POSB only gave one way of getting authentication once u sign up for this digi service. Would not recommend to sign up. Just keep using your token to get the authentication u need to access ur banking services online. They still need time to fix this app/new system of authentication. Big regret signing on. Worked fine initially but doesn’t work now.,2018-12-21 13:27:43,-1
1,‘Service not available’ : After updating the error ‘Service not available. Try again later or call 1800 111 1111 for assistance.’ keeps popping up no matter how many times I refresh the app. My ibanking works fine on computer but the app is totally not working for me. Please fix this.,2018-12-21 02:19:18,-1
1,Still no FaceID support : Have to resort to manual entry of username and password on iPhone X as there is still no FaceID support.,2018-06-22 16:15:59,-1
1,Flash back problem : Flash back problem!!!,2018-04-26 02:43:24,-1
1,Unable to open app after updating to 2.00.001 : Please help to troubleshoot this issue. Unable to open app after updating to 2.00.001 today.,2018-04-19 08:15:57,-1
3,Prefer old version : Thanks for putting a lot of effort to upgrade this app. It is quite convenient to us after downloading this app.But actually I prefer the touch ID n we no need to login every time when we use. If cannotat least to have the ID there we just enter the password.How if it will not auto logout unless we press the logout button? It seems more convenient.And I also hope the 'Slide and Peek' can be back coz I like it. I know that some of them don't like but maybe can put it in Setting to turn on and off about the 'Slide and Peek'?Hope to get the latest version soon.Once again thank you for updating the app.,2018-03-30 08:45:25,-1
1,Internet banking login issues : Happen twice now. I keyed in my username and password and press submit once. However it’s straightaway show error message that I have exceeded the number of tries.I have to spend time to get through to customer service officers to verify and unlock my account. It’s really annoying especially when the customer officer treats me like I have forgotten my username and pass and got lock out due to multiple tries. Please fix this issue!!!!!,2017-11-25 12:22:05,-1
1,Bad bad bad : New update is damn bad. I cant even launch my app..... thanks for the update..!,2017-07-26 16:11:44,-1
5,Extremely cluttered : Extremely cluttered,2016-07-14 08:10:29,1
1,App forever loading at login page : Everytime the new updated interface not for user friendly but introduced more and more stupid verification steps. When i need to use the app its just forever loading at the login page after keyed token code. Well done POSB team who developing the app!,2017-06-18 15:33:24,-1
5,Disappointing app and customer service : Trying to activate OneToken after downloading the app. Several attempts wasted with error message. Called customer service. First they tried to pin on the device. Hello both my iPhone and iPad are up-to-date. The the customer was blamed “because you tried so many times”. The reason why customer has tried so many times is obviously that he/she does not succeed in the service activation in any of such attempts. Shouldn’t app quality be questioned instead of customer? Proposed solution: to remove the app reinstall in half an hour. Will update if this works.,2021-09-15 04:15:23,1
2,- : Genuinely surprised to see this app having such a high rating. However upon looking through the reviews I realised that there are many reviews voicing their frustrations only to have a 5 star rating pinned to it. Perhaps users aren’t familiar with the rating system. Anyway this app is really unreliable. A common issue being…….app is not able to load at all and if it did another issue users might face would be the app being ‘temporarily unavailable’. In the event that users finally manage to enter the app there will be times where users get logged out almost immediately due to ‘long periods of inactivity’. Truly dysfunctional. Whenever I intend to make a transaction via PayNow I always check this app in advance as i truly have no idea when there would be errors in logging in (which then affects whether I am able to PayNow). This app has been problematic since forever so i’m really not sure why it hasn’t significantly improved i mean isn’t the loading of the app and the log in something BASIC? I’m not even talking about how user friendly (or not) the app is or about how the app could be potentially lacking in terms of features or about the layout of the app etc. I just want the app to be FUNCTIONING in the first place,2023-02-19 00:27:14,-1
5,Fixed: Cannot access money insights : Overall it does what it says on the box. However recently I have an issue. I use an OCBC debit card but I cannot see the breakdown of my transactions making it impossible to track spending and manage my budget. I could see all these before the update. Am writing here because I can’t find a “ask support” function in the app.Update: after contacting their customer support via their in-app secured mailbox I’m glad to say the issue has been resolved! They were prompt in their responses and fixes. Very grateful.,2021-07-27 10:09:03,1
1,Updated: App Not Ready? — 6 May 2022 Fri : Been waiting for years to install this app after seeing so many bad reviews. Then come news about OCBC wanting to stop the use of physical tokens. I thought that OCBC has finally over come the technological barriers to bring forth a stable app. How wrong of me. Installed on 19 Apr 2022 Tue and tried to activate the OneToken (the replacement for the physical token) on the app. Unsuccessful. After going through days of trying 5 customer service personnels and references of my case to the technical department I still failed to get the OneToken up and running. Oh wow!! How patient I am!! But now I have given up and asked the customer service personnel to close the case even when the problem is not solved. I have since uninstalled the app.This app still need more work to it to be fully functional. — 5 May 2022 ThuUpdate: Something I left out. For those who are concerned with privacy should note what this OCBC banking app does.1) It wants to know your location when you are using the app.2) It wants to know your location when you are NOT using the app.3) It will scan your wifi network when you are on wifi.That’s a lot more than other banking apps I’ve used before.— 6 May 2022 Fri,2022-05-05 17:35:00,-1
5,Not so friendly after u upgrade to a new phone : I recently upgraded to another iPhone and the nightmare started. I tried to activate the one token on the new phone but was told to deactivate first on old phone. There is no option to deactivate on the old phone! Called customer service but not much help !! Now I’m stuck ! I can still access my account from my SIM-less old phone but can’t do anything on the new phone ?!,2021-06-03 13:45:10,1
2,Recent Security Changes : The recent decision for this app to scan your phone for third party apps is at a best a misguided attempt at protecting the vulnerable from harm and at worse a violation of the end user’s basic privacy. To require deletion of third party apps before being allowed to use the app is such an out of touch decision making the lives of people who use such apps knowingly and securely all that much harder. A pity since this app was very useful to have. An alternative approach would be instead to not _force_ deletion but rather make the user aware and allow them to continue their transaction at their own risk. On a more emotional front being treated like a fool who requires constant guidance and protection doesn’t sit right with me.,2023-08-17 10:13:33,-1
1,Worst ever banking Apps : 1. OneToken issue: I was prompted to enable notification upon logging in. After I clicked the “activate” button “OCBC OneToken has been set up on your device.” appeared mysteriously on the screen.2. eStatement password1) I downloaded the eStatement from mobile App. When I tried to erase balance using iPhone in-build Apps password was needed. However after I entered the password it’s said to be invalid.2) I tried to reset it on mobile Apps according to the instructions given on OCBC website but the system kept on telling me that there is an error without specifying what the error was.3) I called OCBC customer service it took sometime for the officer to figure out that “Password can only be changed from internet banking on computer”. I followed the steps instructed by the officer to change the password and used the new password to enable editing of the eStatement that was downloaded after the reset of password it did not work either. It took altogether 45 minutes for the customer officer to troubleshoot and guide me through all the tedious and illogical steps on internet banking and mobile Apps nothing worked at all.,2021-06-02 04:04:34,-1
1,Change new phone - complete disaster : Looks like I’m not the only user encountering this. Changed to a new device and OneToken doesn’t work at all apparently I needed to authorise it using my old phone which thankfully I still had but that function didn’t work too. I was asked to request for a new hardware token just to activate the app on my new phone. And THAT didn’t work too until I was told to delete and reinstall the app. All told I needed to call their help desk three times over two weeks and be put on hold for 15-30 minutes each time. And wait for the new hardware token to be delivered to me. And like someone pointed out - this is a single point of failure. I ran the risk of not paying my bills on time while I was trying to sort out the above. The hardware token is rendered useless while the mobile token is activated. The app team needs a severe rehaul of the UX/UI design. This experience is enough to make me consider switching banks. I was prepared stay loyal to OCBC even with low interest rates because that can’t be helped - but this incompetence cannot be explained away.,2021-01-11 02:07:47,-1
4,Privacy : Hi! Ever since OCBC Pay Anyone app been removed I have been using this app more often for the purpose of scan & pay. Is it possible to add the feature of toggling to hide or reveal the account balance? Also have the balance hidden first after login. If a person wants to view then click to reveal. It will be great to add this feature as I believe that most users do not wish their account balance to be seen by someone else esp someone unknown. Thank you for reading my suggestions. 🙏🏻,2023-10-10 15:10:13,1
5,Process : Unable to transfer to payee  successfully despite using passcode and OCBC providing a auto-message to say looking into it. And it is irritating to have to confirm the scam alert notification for every log in . Please do away with the repeated acknowledgment. It shd be like T&C where it is confirmed one time onlyAnd please … you even restrict the nickname ! It’s a nickname and I have to try so many times cos it’s already taken?! 🙄,2022-04-25 06:15:20,1
1,Very terrible service : I just wanted to open a savings account using my existing customer profile. However I faced an error on the OCBC mobile app stating that I’ve already opened an account when I haven’t. I called the customer officer hoping to get some help but without advising me what I can do online first the customer officer just tried to brush me off by telling me to go down to the branch. We are living in an advanced technology era. Why the heck do I need to waste time to go down to the branch just to open a new account? Then what is the point of having this online application for account opening when it doesn’t even function well. DISAPPOINTING!,2023-12-05 09:00:51,-1
1,Don’t fix things which are not broken : The new UI requires more steps to transfer to a given UEN. Worse the reference text (now somehow called Message) does not appear editable (no blinking cursor I had to try typing something to test poor choice of widget) and cannot paste text from elsewhere into it. It is very inconvenient because sometimes the other parties require to indicate the invoice number for example. Last but not least this text message does not show in the post transfer screen so when it is shared with the recipients they can’t tell if it has been done correctly.The old UX is way better.,2022-12-31 00:38:18,-1
5,Latest update doesn’t work : iPhone13 on latest iOS crashes after latest update very slow crashes often network connection problems can’t use it to do simple transactions like pay bills or even send feedback. Weird blank pop-ups with words “object-object”. The previous update was much easier to use,2023-01-06 07:56:03,1
5,Latest Updates With Bugs : The recent update for OCBC digital has a pop up security message and I am unable to click “proceed” due to the enlarged message size neither am I able to scroll it down. The phone model that I am using is IPhone SE please have it fix asap as I uses the phone app to do bank transfers. Thank you,2023-01-02 08:16:41,1
1,App Hangs On Splash Page : App doesn’t load pass the splash page with the OCBC logo. It hasn’t been able to load for 2 weeks now and it totally wrecks chaos to my mobile internet banking activities. What’s worse is i can’t even login via their webpage as i need the authentication from the app. There seems to be no urgency from the bank to solve this problem as i’ve seen several reviews with the same problem. It’s utterly disappointing when a bank like them can’t even deliver their brand promise which is to truly understand the desires and needs of their customers. Now that’s Simply Spot On i say.,2022-02-10 16:39:32,-1
1,No transaction details on bank transfers done : This is such a trash app already feedback sometime ago but there’s still no action taken to rectify it. We desperately need to have the transaction details for bank transfer done !!! what’s the point of keying in the details on your message column which only the payee can see but we as the payer can’t see it when the bank transfer is completed !!! How else can we know what we’ve paid by bank transfer when there’s no transaction record !!! pls URGENTLY rectify it !!!! This is the 2nd time that i’m reiterating this issue pls do not make me reiterate a 3rd time !!!,2023-01-13 15:34:42,-1
2,Reauthentication needs improvement : Can you please improve the reauthentication experience? When I relaunch the app after a while I was asked to authenticate with Face ID after which the app told me that my session has expired and ask me to auth with Face ID again (even though I’ve just done that a minute ago). Once I’ve done that I’m brought to the main screen which is frozen. I had to kill the app and restart the whole process. In general I had to log in with Face ID 3 times whenever I relaunch the app from the background.,2023-08-05 05:25:56,-1
4,Horrible experience : Can’t seem to change to sign in on my other mobile. Keep asking me to use one token if I don’t get the otp but the one token can’t even work via the mobile app. Kept on deleting app and reinstalling it many times. Worst app ever. And no matter how many times I update my phone it still doesn’t sent me my otp on my mobile. Really need to look into getting a professional app developer!,2020-12-28 11:53:55,1
4,Ux is good but.. : I want to do something as simple as changing the account name so I can sort out the multiple accounts for me and my kids but there’s NOTHING on app that informs me I had to look all over the app and there isn’t even a help on mobile. Why is this simple function only available on desktop? It should be something made easy for users to achieve on mobile.,2023-05-24 02:57:20,1
3,defunct payanyone app : not sure why the payanyone app is removed since Oct 23. the only benefit of a separate app was so that when making payment for instore purchases there’s no need to open the main app which shows your balance to possibly the queue behind you. i assumed that the main ocbc app would mirror this by allowing you to select paynow before logging into your account yet it does not support QR. huh?? integrate all its function if you wanna remove payanyone.,2023-09-26 10:38:51,-1
5,Overall all the functionality works : Functionality works fine. But lacks in user friendliness. Lacks with native iOS experience.Eg: every time have to scroll to the bottom to choose the accounts after coming back from accounts detail page.,2023-08-23 13:13:24,1
1,Terrible app terrible bank : Everyone should read the 5 star reviews. Many of them are 5 stars but details the app as terrible. Don’t be fooled by the 5 star ratings.A fundamental job of the app is OneToken.If you exit the app without logging out and you request a one token authentication - once you press the notification instead of being able to authorise the transaction you are greeted with a notice telling you you have been logged out instead.This bug has been present since 2000 (and god knows how long before that). Such a fundamental bug that disables a key function of the app and it not being fixed shows you their properties.Meanwhile they are overzealous about warning you of scams - you can’t disable the notices even though you’ve read it over and over. There is a fundamental disrespect for the customer in this regard. We are not all fools.,2023-10-05 11:52:59,-1
5,Very lag and takes long time to load : Don’t know what happen to the apps… nowadays it takes quite a long time to load the apps and got kick out frm the apps a few time… it’s quite frustrating especially when I’m using the QR scan to make payment or withdraw money… I’m like holding up the Q…,2022-12-27 11:23:12,1
5,OCBC Pay Anyone apps merge with OCBC Digital : OCBC Digital apps is perfect.Would like to suggest highly negative rating and unpopular “ OCBC Pay Anyone “ apps to be scrapped and that function should be included in the “OCBC Digital ” apps. This will more appropriate to use only one single Apps as “Digital “ rather than two separate apps way more than unprofessional and unproductive.,2022-08-20 03:04:55,1
4,Error : App’s great. But recently am not able to log in to check bank balance etc. Error message kept asking to check internet connection. But the same problem kept recurring regardless on data or wifi. But able to make transfers from the quick click option on the main page though. Pls advise :),2021-04-26 13:06:14,1
1,app loads slowly : this app loads EXTREMELY slowly. sometimes it doesn’t even load the login page for me and i am unable to login and use paynow or any features. this does not correspond with my internet connection or maintenance periods since even when i have stellar wifi and am using the app on non-maintenance periods the app still runs slow when it is supposed to work fine. how can i use this app if i cannot even rely on it to login? please optimise your app ocbc!!! users need to be able to login properly to even use your app!,2023-02-22 14:06:38,-1
1,Every page takes at least half a min to load after updating to 14.4 : As per title. After asking for face ID it just keeps spinning for about half a minute then showed a blank screen for half a minute before showing the summary page. Make a transfer to my own account and takes another half a minute then suddenly tells me the internet appears offline. Transferring to my goals take more than half a minute each. The app takes so long to do everything it's practically not usable.,2021-09-01 13:41:52,-1
5,Transaction thru credit card counted twice : Currently the transaction happened thru credit card was counted twice in the money insight. All the transactions are already reflected in the details and the credit card bills are also counted again pls look into this.,2023-01-09 01:51:17,1
5,Redemption of SSB : There is no option to redeem the bond amount via mobile app unlike the UOB mobile app it can be done on the go(anytime anywhere). The current option to redeem SSB is to do it at the physical ATM machine which I feel is really inconvenience.  Please improve in this aspect for the convenience of all OCBC users like myself. Thank you.,2021-06-30 02:40:29,1
5,Phone gets extremely hot : I am using iOS 14.4. Whenever I went to check transactions on this app the phone gets super hot within a minute and battery drained 3% in just less than 2 mins of usage. Please fix this as I am not intending to purchase a new iPhone just because of this heat issue.,2021-03-16 07:04:40,1
5,Best User Interface Design : The title says it all. Every bank app can probably perform the same tasks but the OCBC app does it in a simple and intuitive manner. You will probably not switch your bank because of an app but if you already have an OCBC account please consider using the app. It is great. Thank you.,2021-06-29 07:58:23,1
4,Getting slower and hang more often : Have been using the apps for many years.. the initial response is still quite good.. but lately the app always kick me out saying idle for too long which I pause using only for less than 1 min to look at the notification from my phone after I completed an operation in the app.,2023-10-04 01:52:37,1
5,screen and phone freeze : The screen and phone will freeze sometimes when using the app. Cannot do anything for a good 60 seconds. Need to keep trying to do a forced reboot of the phone before the phone re-boots.Assessing Other banks app do not have these problems ..,2021-02-08 22:12:32,1
5,Can’t load in : App getting longer or cannot load in at all.Cannot do fund transfer sometimes or many times finished fund transfer then cannot check balance in account. Last time never like this. Why this app getting lousier??,2023-08-28 03:07:18,1
5,App loading is comparatively slower than other apps. : This problem is made worse when it’s lunch hour rush and I need to make payment via it’s scan and pay function. The loading time makes it look like I’m using a dinosaur phone.,2023-04-07 06:53:12,1
3,Updates with worse features : The app is laggy and now the comment box forTransfer - you tried to make it fancy but it is so user unfriendly. I can’t reject suggested auto fill- and it includes a special character which you do not accept. I tried to shift the cursor to the special character to delete but could not be done. Please don’t be fancy if that means basic functions removed.,2023-04-11 13:29:12,-1
5,Is OCBC onetoken down? : I have been using the OCBC app on my mobile phone and today when I tried to login it prompted that onetoken has to be reactivated on my device and proceeded to attempt to load. Then I kept getting the same message that the service is unavailable. For the whole day????,2020-12-02 12:18:35,1
3,Latest update is missing a few creature comforts : It’s no longer possible (or I’m missing a trick) to add comments via copy and paste for things like reference numbers. Would be nice have this feature reinstated again. Does what it says on the tin but I still find the best user experience to be with DBS mobile app! Would be nice to see OCBC step up to the plate in a more meaningful way other than just looking nice(r),2022-12-31 16:34:01,-1
5,App always hangs with white screen : The app always freezes with a white screen when I put it in background. Also was trying to check on my credit card details when it became white screen again.,2023-02-17 16:27:36,1
2,The only local bank app that can’t even get the basic right : When their web site login triggers a 2nd factor authentication the app can’t proceed by presenting a “time out” error. No other local bank apps has this problem. I tried to use it to pay my bill via AXS app and again the same time out problem. Now I am stuck and unable to pay my bill. I really wonder what kind of testing was before they released it.,2023-12-04 10:33:26,-1
5,User friendly : Managed to activate onetoken on new device smoothly. UI is straightforward to use and can get a glance of everything at summary view. Can improve on loading speed as sometimes loading of details may take a bit of time.,2021-01-13 07:56:34,1
1,App doesn’t load most of the time : It’s been quite often the app doesn’t work be it using 4G or my home wifi at full strength. It will try to login and display internet connection isn’t good error which is definitely a generic error as I am using home wifi It’s frustrating and I suspect the app is unable to handle multiple login requests at the same . You want reliability in app and I like to add all the fancy pictures and UI doesn’t help in any way for me to want to use the app.  please check.,2023-01-27 04:11:52,-1
4,WHAT? To use physical token again? : What a joke. The OneToken doesn’t work. So I reinstalled the app after trying unsuccessfully no less than 9 times to re-activate my one token. Now it’s asking me to use the physical token that I stopped using more than a year ago. The battery is dead. The account access is dead. The App is dead! What a bunch of losers trying to be hip and digital. Gosh!,2020-12-02 03:51:20,1
3,Broken payment confirmations after last update : I used to pay my SP bills via their app using linked OCBC credit card. Payment confirmation was received by sms. Now after the recent update’s confirmation is done via app push.As a result payment transactions are never complete and displayed as in progress forever.Please test integrations carefully before introducing such braking changes.,2023-04-02 01:06:40,-1
1,Disappointed : It takes FIVE days to get a response which is a little too late when we need to apply for a time-based promo. Rates are not updated in real time. This is NOT acceptable. How to trust if I’m getting best rates when I use online application?  Is it so hard to just pick up the phone and give me a call instead of ding donging messages and hiding behind this App if you simply cannot get what I had raised. Poor service level. Up to 4-5 messages now - I don’t have the time to do this with you OCBC ! My time is PRECIOUS.,2022-08-07 06:41:45,-1
5,The application makes Islamic Accounts : The ease for the use of the digital world. OCBC makes Islamic Banking and finance easier than ever before. It battles the munafiq state and In Sha Allah better the lives of everyday Singaporean MalaysianIndonesianModern day Burma. And most and foremost Vietnam and Greater China for greater days ahead. Warmest regards Encik Muhammad Afiq Bin Mohd Arshad Bin Ibrahim Bin Abdullah / Mr Keling Long LeLove for the sake of Allah SWT and Rasulullah SAW. In Sha Allah.,2023-10-16 01:08:40,1
1,Annoying messages : For a bank that claims to have great CX and human interaction they are not very humanize. Can the app stop asking me to activate the money lock? Who the hell use moneylock in a bank?? If people has that much money to lock it away they will put it in a secret vault not in a digital money “lock”. Give customers to disable these messages. I don’t need the feature now I probably won’t need the feature 5 mins later. Also there is a negative review with negative words but a 5 stars? Obvious a fake review,2024-02-02 03:34:27,-1
1,App extremely slow on mobile data. : Reset the phone changed telco. Singtel M1 & MyRepublic all unable to login most of the time. Only home wifi works. Tried two different phone issue persist. Scam alert feature should be able to turn off after few reminders or have the option to manually turn off. The app is already not loading properly on mobile data the scam alert feature makes it worst. Overall crap experience on OCBC app. POSB/DBS is much more smoother.,2022-05-16 17:48:32,-1
5,Seamless but buggy one token authorisation : One token has big defect that if old device is not available or old device can’t update to latest app version you can’t do any transactions on other device! Will consider other banks due to this troublesome design,2021-02-05 16:43:54,1
1,excessive scam alert in login : Displaying the scam alert on EVERY login serves no good than to waste ~5seconds of our lives per login.How many times will the user need to acknowledge the message before they can learn?Will they recall better on the tenth times than the first?Everyone will just scroll straight to the checkbox and get it over with.Worst is when you have a new notice and the hardened users will just treat it like the previous one and skip ahead.Perhaps a short quiz after the alert will be more productive or even just showing it only on the nth login is will be sufficient as a reminder.I’ve always love your app but this is beyond stupid.Do follow the best practices and provide an option to skip it on subsequent login.I’ll move to another bank if this continues on the next app update.,2022-02-03 09:40:37,-1
5,Fantastic UIUX : Kudos to the OCBC digital team for your most excellent banking app. User experience is top notch and your feature rich suite of services obviates the need for analog banking. A suggestion - if you could enable card loyalty point redemptions on your app that would be amazing. Thanks and well done.,2024-02-08 00:26:24,1
1,IF THIS IS MY PERSONAL ACCOUNT DO NOT ANYHOW LOCKED MY ACCOUNT : Ocbc called me i lock out from my login page. To check whether the transaction is fraud or not. You can simply locked my account and i have to wait for 12hours. Now is more then 12 hours and I can’t even login to my account!!! Now i’ve tried to login many times cannot login. Expect me to go down to branch expect me to have my token. I have bedridden father at home. This is such a hassle for me!!! THE WORST BANK EVER! Since i have to rate i give it 1 star. Prolly 0 is what i wanted to give,2024-03-18 10:16:05,-1
2,Too many good-to-haves without fulfilling basics : Many features too many such that it can be difficult out to navigate around. Core functionalities like finding out credit card transactions are hard to find. Very slow rendering of pages relative to other mobile banking apps. Not a good user experience in summary the slow and unintuitive navigation makes it an app that requires much patience to use,2023-09-21 22:53:21,-1
3,Improvements needed : There is no option to add/delete credit cards in the Pay Bills section. And the shortcut buttons should reflect what the user used most. The Pay Bills icon appear on the starting page but not after login. User needs to tap 4 times to get to Pay Credit Card subsection. And there’s no customer feedback link in the app... which is unusual.,2021-02-19 02:34:32,-1
5,Cannot use anymore : After an update 2 days ago i cant even open the app anymore. Keeps showing the message “retrieving ocbc onetoken” over and over but i cant access my account!! This is very troublesome and is disappointing!!,2020-12-02 04:52:39,1
3,Push notification all gone : My one token is unable to send push notifications (no notification at all even when i opened the app manually)  and resulted in me unable to pay for some online stuff. The reminder on bill payment is also gone causing a late fee which cannot be waived after the update of app.,2023-04-01 04:04:54,-1
2,User experience : The ocbc app had been updated in terms of colour scheme and layout. The good thing is that there are more icons/graphics however the colour of like grey against white makes it difficult for readers with poor eyesight. I also noticed the fonts become smaller..If we are encouraging more users to use the app pls make the option of fonts available and contrast of fonts with background more obvious. Thank you.,2023-02-09 00:07:39,-1
3,Problem with using VoiceOver : Using VoiceOver. Under the investment sub menu I used to able to see the different investment options under the investment sub menu. However now voice over can only tell me for different options as sub menu items. So there is no way for me to tell what is the investment options in the particular sub menu,2024-02-01 13:36:37,-1
1,OCBC post saga too many problems : First is getting password is so troublesome and need access key - these measures are just too much.Recently went backwards by removing ability to put comments or manual notes and only allow preset notes - I used to use OCBC and the app to make transfers and I need to make notes that appear per line transaction which doesn’t appear now really one step forward 10 steps backPls do landscape study with Uob/DBS / Standard Chartered that are faring much better,2023-02-11 13:28:28,-1
1,Practically unusable on iPhoneSE 1st gen : For many tasks the app now shows a warning screen to warn about scams. This screen is NOT scrollable and take up the entire screen on an iPhoneSE 1st gen with only the very few pixels of the top of the dismiss button showing which is nearly impossible to press. This blocks some important functionalities of the app. Very bad user experience with this warning screen implementation. The rest of the app while somewhat sluggish are still usable on these smaller devices.,2023-01-30 14:18:12,-1
